uri:ID,:LABEL,preferredLabel,description,skillType,reuseLevel,status,collection,coverageLevel,isUnderutilized,code
http://data.europa.eu/esco/skill/a28c2024-0fa6-43fd-a848-1a7ec7fe28b0,LanguageSkill,understand written Albanian,Read and comprehend written texts in Albanian.,skill/competence,transversal,released,Language,low,True,LANG_a28c2024-0fa6-43fd-a848-1a7ec7fe28b0
http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,LanguageSkill,Basque,The Basque language.,knowledge,transversal,released,Language,low,True,LANG_a28fa5f1-be5b-4608-8376-acea8c2f8cb1
http://data.europa.eu/esco/skill/a3e0c23e-db44-43f5-af4b-7e1b60deb6d8,LanguageSkill,understand spoken Galician,Comprehend orally expressed ​Galician.,skill/competence,transversal,released,Language,low,True,LANG_a3e0c23e-db44-43f5-af4b-7e1b60deb6d8
http://data.europa.eu/esco/skill/a61e9686-7e8f-44ec-967b-d6445f90230b,LanguageSkill,understand written Galician,Read and comprehend written texts in Galician.,skill/competence,transversal,released,Language,low,True,LANG_a61e9686-7e8f-44ec-967b-d6445f90230b
http://data.europa.eu/esco/skill/a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d,LanguageSkill,understand spoken Albanian,Comprehend orally expressed ​Albanian.,skill/competence,transversal,released,Language,low,True,LANG_a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d
http://data.europa.eu/esco/skill/a7e1201f-bc9c-4dd9-aa82-271273f94595,LanguageSkill,understand written Yiddish,Read and comprehend written texts in Yiddish.,skill/competence,transversal,released,Language,low,True,LANG_a7e1201f-bc9c-4dd9-aa82-271273f94595
http://data.europa.eu/esco/skill/a88e4c9e-5a40-4da7-acf1-02e4a9e46da2,LanguageSkill,understand written Hungarian,Read and comprehend written texts in Hungarian.,skill/competence,transversal,released,Language,low,True,LANG_a88e4c9e-5a40-4da7-acf1-02e4a9e46da2
http://data.europa.eu/esco/skill/a9170bca-28d9-4bb5-b950-0d0f712d1cd2,LanguageSkill,understand spoken Danish,Comprehend orally expressed Danish.,skill/competence,transversal,released,Language,low,True,LANG_a9170bca-28d9-4bb5-b950-0d0f712d1cd2
http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,LanguageSkill,Bosnian,The ​Bosnian language.,knowledge,transversal,released,Language,low,True,LANG_a9fdd2c9-4295-4407-ba3c-1547cbce40a2
http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,LanguageSkill,Turkish,The Turkish language.,knowledge,transversal,released,Language,low,True,LANG_aa66a033-8522-40e9-a5c0-ff2593e2669c
http://data.europa.eu/esco/skill/aaf57e19-0d41-4361-8de9-bcd858e3f10d,LanguageSkill,write Catalan,Compose written texts in ​Catalan.,skill/competence,transversal,released,Language,low,True,LANG_aaf57e19-0d41-4361-8de9-bcd858e3f10d
http://data.europa.eu/esco/skill/abadaacb-5751-4f52-96b7-c9bbc070f9de,LanguageSkill,write Estonian,Compose written texts in Estonian.,skill/competence,transversal,released,Language,low,True,LANG_abadaacb-5751-4f52-96b7-c9bbc070f9de
http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,LanguageSkill,interact verbally in Azerbaijani,Communicate orally in Azerbaijani.,skill/competence,transversal,released,Language,low,True,LANG_ad3711f4-f4d9-41e0-b26d-030247cecde4
http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,LanguageSkill,interact verbally in Lithuanian,Communicate orally in Lithuanian.,skill/competence,transversal,released,Language,low,True,LANG_ae5d27b1-7298-4dce-836c-3bb26c2fafda
http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,LanguageSkill,understand written Romanian,Read and comprehend written texts in Romanian.,skill/competence,transversal,released,Language,low,True,LANG_ae72f370-469d-44fa-9f09-408b1c994d2e
http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,LanguageSkill,understand written Arabic,Read and comprehend written texts in Arabic.,skill/competence,transversal,released,Language,low,True,LANG_b0964159-d7b2-4f1e-a0d1-5d100445fcdb
http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,LanguageSkill,understand spoken Arabic,Comprehend orally expressed Arabic.,skill/competence,transversal,released,Language,low,True,LANG_b22ab5e7-11e1-435e-bdab-0f8decd6a6f4
http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,LanguageSkill,Georgian,The Georgian language.,knowledge,transversal,released,Language,low,True,LANG_b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b
http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,LanguageSkill,write Hindi,Compose written texts in Hindi.,skill/competence,transversal,released,Language,low,True,LANG_b2cd801d-803d-41bc-bef3-dea4ddd94bbc
http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,LanguageSkill,Lithuanian,The Lithuanian language. Lithuanian is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_b3950b87-a980-4cd4-a795-be8a9b63661d
http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,LanguageSkill,interact verbally in Italian,Communicate orally in Italian.,skill/competence,transversal,released,Language,low,True,LANG_b45f87e9-66ce-4212-82eb-3a55765bc512
http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,LanguageSkill,write Sardinian,Compose written texts in ​Sardinian.,skill/competence,transversal,released,Language,low,True,LANG_b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b
http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,LanguageSkill,interact verbally in Bihari,Communicate orally in Bihari.,skill/competence,transversal,released,Language,low,True,LANG_b4d8c494-4318-42e4-ba6e-0039390a2d7a
http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,LanguageSkill,write Chinese,Compose written texts in Chinese.,skill/competence,transversal,released,Language,low,True,LANG_b5ff2ded-a91d-468b-afed-f9737f929e86
http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,LanguageSkill,write Urdu,Compose written texts in Urdu.,skill/competence,transversal,released,Language,low,True,LANG_b6422189-45f6-4e87-8a9e-7e4aabddf069
http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,LanguageSkill,understand written Norwegian,Read and comprehend written texts in Norwegian.,skill/competence,transversal,released,Language,low,True,LANG_b694bab7-6ece-48a8-8a65-2f6d8fd62df2
http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,LanguageSkill,understand spoken Irish,Comprehend orally expressed Irish.,skill/competence,transversal,released,Language,low,True,LANG_b6c39ec1-7da2-46dc-9cec-2f7204066cf3
http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,LanguageSkill,understand spoken Gujarati,Comprehend orally expressed Gujarati.,skill/competence,transversal,released,Language,low,True,LANG_b7385197-5481-4b91-9628-56dadb648f69
http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,LanguageSkill,understand spoken Javanese,Comprehend orally expressed Javanese.,skill/competence,transversal,released,Language,low,True,LANG_b895feef-e869-48ac-a853-6c31a636721f
http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,LanguageSkill,understand spoken Kazakh,Comprehend orally expressed ​Kazakh.,skill/competence,transversal,released,Language,low,True,LANG_ba002311-da5a-4795-933b-1c7d1f0f2f25
http://data.europa.eu/esco/skill/ba98bef0-9c49-478f-b9db-14a4189d7c76,LanguageSkill,understand written Sanskrit,Read and comprehend written texts in Sanskrit.,skill/competence,transversal,released,Language,low,True,LANG_ba98bef0-9c49-478f-b9db-14a4189d7c76
http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,LanguageSkill,understand spoken Macedonian,Comprehend orally expressed Macedonian.,skill/competence,transversal,released,Language,low,True,LANG_bad8da46-ec16-48da-b717-e9b9616e3c91
http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f,LanguageSkill,understand written Italian,Read and comprehend written texts in Italian.,skill/competence,transversal,released,Language,low,True,LANG_bb691baa-c7c2-41c3-af69-4dc901d22d2f
http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,LanguageSkill,interact verbally in Catalan,Communicate orally in Catalan.,skill/competence,transversal,released,Language,low,True,LANG_bbe65f99-72a8-43a2-b227-9ce1457a8a20
http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,LanguageSkill,understand spoken Greek,Comprehend orally expressed Greek.,skill/competence,transversal,released,Language,low,True,LANG_bc112354-758e-40eb-930e-9ebdbd5a2f34
http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,LanguageSkill,Urdu,The Urdu language.,knowledge,transversal,released,Language,low,True,LANG_bc546a09-1103-4184-b757-3508ef5f8490
http://data.europa.eu/esco/skill/bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758,LanguageSkill,understand spoken Latvian,Comprehend orally expressed Latvian.,skill/competence,transversal,released,Language,low,True,LANG_bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758
http://data.europa.eu/esco/skill/bdf14dfe-437d-4fb6-95f4-72da1a593384,LanguageSkill,interact verbally in Swedish,Communicate orally in Swedish.,skill/competence,transversal,released,Language,low,True,LANG_bdf14dfe-437d-4fb6-95f4-72da1a593384
http://data.europa.eu/esco/skill/be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2,LanguageSkill,interact verbally in Korean,Communicate orally in Korean.,skill/competence,transversal,released,Language,low,True,LANG_be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2
http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,LanguageSkill,interact verbally in Portuguese,Communicate orally in Portuguese.,skill/competence,transversal,released,Language,low,True,LANG_befd434f-bb74-4144-8aa6-28b903b792a0
http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,LanguageSkill,Vietnamese,The Vietnamese language.,knowledge,transversal,released,Language,low,True,LANG_bf60009d-8afb-4306-9b0d-cfe2f66ab08f
http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,LanguageSkill,interact verbally in French,Communicate orally in French.,skill/competence,transversal,released,Language,low,True,LANG_bfb5f0b8-0ea0-4e44-a48d-7d876f966758
http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,LanguageSkill,interact verbally in Estonian,Communicate orally in Estonian.,skill/competence,transversal,released,Language,low,True,LANG_c0d6eb4a-636c-43d8-9bec-69f6586c415a
http://data.europa.eu/esco/skill/c2cc1a0a-356e-4634-bfd8-94c5d84324ba,LanguageSkill,interact verbally in Berber,Communicate orally in Berber.,skill/competence,transversal,released,Language,low,True,LANG_c2cc1a0a-356e-4634-bfd8-94c5d84324ba
http://data.europa.eu/esco/skill/c34a8faa-b543-45eb-b088-39baf21c5146,LanguageSkill,interact verbally in Urdu,Communicate orally in Urdu.,skill/competence,transversal,released,Language,low,True,LANG_c34a8faa-b543-45eb-b088-39baf21c5146
http://data.europa.eu/esco/skill/c445a2f0-9f97-432d-a1be-f2b54a53576e,LanguageSkill,understand spoken Berber,Comprehend orally expressed Berber.,skill/competence,transversal,released,Language,low,True,LANG_c445a2f0-9f97-432d-a1be-f2b54a53576e
http://data.europa.eu/esco/skill/c44b765b-76fb-4a16-be7e-9925beee072c,LanguageSkill,interact verbally in Dutch,Communicate orally in Dutch.,skill/competence,transversal,released,Language,low,True,LANG_c44b765b-76fb-4a16-be7e-9925beee072c
http://data.europa.eu/esco/skill/c551614f-5542-460e-9a86-bfcdf160e230,LanguageSkill,interact verbally in Telugu,Communicate orally in Telugu.,skill/competence,transversal,released,Language,low,True,LANG_c551614f-5542-460e-9a86-bfcdf160e230
http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,LanguageSkill,Serbian,The Serbian language.,knowledge,transversal,released,Language,low,True,LANG_c5cb0cc1-c40b-4544-a21c-8472f0b5c14a
http://data.europa.eu/esco/skill/c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1,LanguageSkill,write Belarusian,Compose written texts in Belarusian.,skill/competence,transversal,released,Language,low,True,LANG_c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1
http://data.europa.eu/esco/skill/c6b70785-fce7-4089-8250-21c97ca0ad8f,LanguageSkill,understand written Estonian,Read and comprehend written texts in Estonian.,skill/competence,transversal,released,Language,low,True,LANG_c6b70785-fce7-4089-8250-21c97ca0ad8f
http://data.europa.eu/esco/skill/c73e355b-89c8-4831-968e-f146f2ae970c,LanguageSkill,write Marathi,Compose written texts in Marathi.,skill/competence,transversal,released,Language,low,True,LANG_c73e355b-89c8-4831-968e-f146f2ae970c
http://data.europa.eu/esco/skill/c8c283af-3d77-4212-93ab-1b3de6a79e96,LanguageSkill,understand spoken Romanian,Comprehend orally expressed Romanian.,skill/competence,transversal,released,Language,low,True,LANG_c8c283af-3d77-4212-93ab-1b3de6a79e96
http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea,LanguageSkill,understand spoken Icelandic,Comprehend orally expressed Icelandic.,skill/competence,transversal,released,Language,low,True,LANG_c8d2416e-7db3-4f63-bce3-075f1fea66ea
http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22,LanguageSkill,understand written Danish,Read and comprehend written texts in Danish.,skill/competence,transversal,released,Language,low,True,LANG_c98c8578-6654-4d76-8391-ecfe59abce22
http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,LanguageSkill,interact verbally in Javanese,Communicate orally in Javanese.,skill/competence,transversal,released,Language,low,True,LANG_c9ba0570-f751-4023-9851-5a0826e722cc
http://data.europa.eu/esco/skill/ca58a2d3-b901-42b2-b85f-b2b83aeadbea,LanguageSkill,understand written Russian,Read and comprehend written texts in Russian.,skill/competence,transversal,released,Language,low,True,LANG_ca58a2d3-b901-42b2-b85f-b2b83aeadbea
http://data.europa.eu/esco/skill/ca81a475-f76c-4318-bdd7-4f1f3605e798,LanguageSkill,write Italian,Compose written texts in Italian.,skill/competence,transversal,released,Language,low,True,LANG_ca81a475-f76c-4318-bdd7-4f1f3605e798
http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f,LanguageSkill,interact verbally in Yiddish,Communicate orally in ​Yiddish.,skill/competence,transversal,released,Language,low,True,LANG_caac02b1-ab96-477e-a7a7-295c9d9e037f
http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,LanguageSkill,Dutch,The Dutch language. Dutch is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_cad4f44b-28a8-4448-86e5-7389e5ebf3eb
http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,LanguageSkill,Maltese,The Maltese language. Maltese is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_cb50f9cd-3638-409b-8f93-befaf17d313e
http://data.europa.eu/esco/skill/cba8e108-dd50-43ab-8100-13690408a69c,LanguageSkill,understand written Occitan,Read and comprehend written texts in ​Occitan.,skill/competence,transversal,released,Language,low,True,LANG_cba8e108-dd50-43ab-8100-13690408a69c
http://data.europa.eu/esco/skill/cd6484a2-bfa2-4371-8e2f-1ffa2a22dac4,LanguageSkill,understand spoken Swedish,Comprehend orally expressed Swedish.,skill/competence,transversal,released,Language,low,True,LANG_cd6484a2-bfa2-4371-8e2f-1ffa2a22dac4
http://data.europa.eu/esco/skill/cda53197-9c99-404a-ac8a-d8c8550ca98d,LanguageSkill,interact verbally in Ukrainian,Communicate orally in Ukrainian.,skill/competence,transversal,released,Language,low,True,LANG_cda53197-9c99-404a-ac8a-d8c8550ca98d
http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08,LanguageSkill,write Spanish,Compose written texts in Spanish.,skill/competence,transversal,released,Language,low,True,LANG_cec6cd92-d709-42cc-9a6e-6a7dd48b9e08
http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,LanguageSkill,Limburgish,The Limburgish language.,knowledge,transversal,released,Language,low,True,LANG_cf5b3ca0-a844-42b9-b9cd-bd15465b9cac
http://data.europa.eu/esco/skill/cf9e867f-08d7-48a8-8d11-c63bd8a65f89,LanguageSkill,write Arabic,Compose written texts in Arabic.,skill/competence,transversal,released,Language,low,True,LANG_cf9e867f-08d7-48a8-8d11-c63bd8a65f89
http://data.europa.eu/esco/skill/d0898934-7335-480f-a986-b9b05b54c718,LanguageSkill,understand spoken Russian,Comprehend orally expressed Russian.,skill/competence,transversal,released,Language,low,True,LANG_d0898934-7335-480f-a986-b9b05b54c718
http://data.europa.eu/esco/skill/d10fe458-ceb5-4a40-83f4-b8ef318bf566,LanguageSkill,write Yiddish,Compose written texts in Yiddish.,skill/competence,transversal,released,Language,low,True,LANG_d10fe458-ceb5-4a40-83f4-b8ef318bf566
http://data.europa.eu/esco/skill/d16bc537-ede5-440e-a921-7e9c5e995633,LanguageSkill,understand written Chinese,Read and comprehend written texts in Chinese.,skill/competence,transversal,released,Language,low,True,LANG_d16bc537-ede5-440e-a921-7e9c5e995633
http://data.europa.eu/esco/skill/d21bcba8-ecf5-4ac3-9a6c-25a5afa42ea2,LanguageSkill,write Basque,Compose written texts in Basque.,skill/competence,transversal,released,Language,low,True,LANG_d21bcba8-ecf5-4ac3-9a6c-25a5afa42ea2
http://data.europa.eu/esco/skill/d3b2faa1-e54f-40e0-b641-977a4703aaf8,LanguageSkill,write Luxembourgish,Compose written texts in Luxembourgish.,skill/competence,transversal,released,Language,low,True,LANG_d3b2faa1-e54f-40e0-b641-977a4703aaf8
http://data.europa.eu/esco/skill/d4956f26-d8e3-4cca-9114-a3098f4fafbf,LanguageSkill,understand written Vietnamese,Read and comprehend written texts in Vietnamese.,skill/competence,transversal,released,Language,low,True,LANG_d4956f26-d8e3-4cca-9114-a3098f4fafbf
http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,LanguageSkill,Walloon,The Walloon language.,knowledge,transversal,released,Language,low,True,LANG_d54d7c00-87c4-4f78-af8d-e84577372974
http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,LanguageSkill,Yiddish,The Yiddish language.,knowledge,transversal,released,Language,low,True,LANG_d59ef10f-ad20-4791-957d-b315196ecdc2
http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,LanguageSkill,Bulgarian,The Bulgarian language. Bulgarian is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_d5fd4958-4ca6-4d06-845f-713e2c459612
http://data.europa.eu/esco/skill/d687187f-9f8f-4c3f-b0a0-230595b7f3af,LanguageSkill,understand written Kurdish,Read and comprehend written texts in ​Kurdish.,skill/competence,transversal,released,Language,low,True,LANG_d687187f-9f8f-4c3f-b0a0-230595b7f3af
http://data.europa.eu/esco/skill/d6dbc6ea-9bb6-4a8f-9bc2-e9299d74fff9,LanguageSkill,interact verbally in Vietnamese,Communicate orally in Vietnamese.,skill/competence,transversal,released,Language,low,True,LANG_d6dbc6ea-9bb6-4a8f-9bc2-e9299d74fff9
http://data.europa.eu/esco/skill/d88d546f-c06d-40f0-9810-3a914abb5444,LanguageSkill,understand written Bosnian,Read and comprehend written texts in Bosnian.,skill/competence,transversal,released,Language,low,True,LANG_d88d546f-c06d-40f0-9810-3a914abb5444
http://data.europa.eu/esco/skill/d937b5aa-8337-4d47-8281-6a67c905569a,LanguageSkill,understand spoken Yiddish,Comprehend orally expressed Yiddish.,skill/competence,transversal,released,Language,low,True,LANG_d937b5aa-8337-4d47-8281-6a67c905569a
http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,LanguageSkill,Hindi,The Hindi language.,knowledge,transversal,released,Language,low,True,LANG_d93a7370-bf56-43f5-be54-e108f8ec3107
http://data.europa.eu/esco/skill/d974d81a-a8db-430d-a3fe-b064bd6a374f,LanguageSkill,understand spoken Turkish,Comprehend orally expressed Turkish.,skill/competence,transversal,released,Language,low,True,LANG_d974d81a-a8db-430d-a3fe-b064bd6a374f
http://data.europa.eu/esco/skill/d9916072-47e1-4466-9908-e7d8f654adc9,LanguageSkill,understand spoken Ukrainian,Comprehend orally expressed Ukrainian.,skill/competence,transversal,released,Language,low,True,LANG_d9916072-47e1-4466-9908-e7d8f654adc9
http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,LanguageSkill,Czech,The Czech language.Czech is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_da0795a7-6866-4afc-81ed-5e3aa398f058
http://data.europa.eu/esco/skill/da4fed26-1991-45bd-b7e0-4eded5dcee10,LanguageSkill,understand written Slovenian,Read and comprehend written texts in Slovenian.,skill/competence,transversal,released,Language,low,True,LANG_da4fed26-1991-45bd-b7e0-4eded5dcee10
http://data.europa.eu/esco/skill/db751c12-2062-477b-b2b2-6be80daa1ff8,LanguageSkill,interact verbally in Kurdish,Communicate orally in ​Kurdish.,skill/competence,transversal,released,Language,low,True,LANG_db751c12-2062-477b-b2b2-6be80daa1ff8
http://data.europa.eu/esco/skill/dc052a4f-fb8e-4edb-a575-3a63ddd5b94b,LanguageSkill,interact verbally in Polish,Communicate orally in Polish.,skill/competence,transversal,released,Language,low,True,LANG_dc052a4f-fb8e-4edb-a575-3a63ddd5b94b
http://data.europa.eu/esco/skill/dcdff38c-01b1-4e44-bc2f-f69b889d45bb,LanguageSkill,interact verbally in Macedonian,Communicate orally in Macedonian.,skill/competence,transversal,released,Language,low,True,LANG_dcdff38c-01b1-4e44-bc2f-f69b889d45bb
http://data.europa.eu/esco/skill/dd5cb6ea-3818-4734-816d-821a67a3684e,LanguageSkill,interact verbally in Japanese,Communicate orally in Japanese.,skill/competence,transversal,released,Language,low,True,LANG_dd5cb6ea-3818-4734-816d-821a67a3684e
http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,LanguageSkill,Hungarian,The Hungarian language. Hungarian is an official working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_ddd3596a-43f3-402e-960a-5f79362a8609
http://data.europa.eu/esco/skill/df794a74-0392-4178-918b-e38e68487325,LanguageSkill,understand spoken Tamil,Comprehend orally expressed Tamil.,skill/competence,transversal,released,Language,low,True,LANG_df794a74-0392-4178-918b-e38e68487325
http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,LanguageSkill,Punjabi,The Punjabi language.,knowledge,transversal,released,Language,low,True,LANG_e05b9e06-d298-4646-b762-acbd485a20e9
http://data.europa.eu/esco/skill/e0f20875-de6a-4795-9788-6a32be41512f,LanguageSkill,understand written Croatian,Read and comprehend written texts in Croatian.,skill/competence,transversal,released,Language,low,True,LANG_e0f20875-de6a-4795-9788-6a32be41512f
http://data.europa.eu/esco/skill/e18ee06c-7a0f-47d5-8143-345b8a6f4739,LanguageSkill,understand spoken Occitan,Comprehend orally expressed ​Occitan.,skill/competence,transversal,released,Language,low,True,LANG_e18ee06c-7a0f-47d5-8143-345b8a6f4739
http://data.europa.eu/esco/skill/e1ebf53c-8800-402c-9e61-e19ac072c52d,LanguageSkill,understand spoken Hindi,Comprehend orally expressed Hindi.,skill/competence,transversal,released,Language,low,True,LANG_e1ebf53c-8800-402c-9e61-e19ac072c52d
http://data.europa.eu/esco/skill/e29c14e1-60c7-444c-b3d0-43d6bee04340,LanguageSkill,write Limburgish,Compose written texts in ​Limburgish.,skill/competence,transversal,released,Language,low,True,LANG_e29c14e1-60c7-444c-b3d0-43d6bee04340
http://data.europa.eu/esco/skill/e3332a83-c688-4838-bd19-e66f6da2201e,LanguageSkill,understand spoken Bihari,Comprehend orally expressed Bihari.,skill/competence,transversal,released,Language,low,True,LANG_e3332a83-c688-4838-bd19-e66f6da2201e
http://data.europa.eu/esco/skill/e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b,LanguageSkill,write Dutch,Compose written texts in Dutch.,skill/competence,transversal,released,Language,low,True,LANG_e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b
http://data.europa.eu/esco/skill/e396053a-7820-4c4d-9ba9-20d66753f50e,LanguageSkill,understand spoken Sardinian,Comprehend orally expressed ​Sardinian.,skill/competence,transversal,released,Language,low,True,LANG_e396053a-7820-4c4d-9ba9-20d66753f50e
http://data.europa.eu/esco/skill/e39c8636-6bbc-44c3-88ba-de059ac2396c,LanguageSkill,interact verbally in Serbian,Communicate orally in Serbian.,skill/competence,transversal,released,Language,low,True,LANG_e39c8636-6bbc-44c3-88ba-de059ac2396c
http://data.europa.eu/esco/skill/e3a22d2c-2b2e-4eda-b756-2a1908be79b7,LanguageSkill,understand spoken Limburgish,Comprehend orally expressed Limburgish.,skill/competence,transversal,released,Language,low,True,LANG_e3a22d2c-2b2e-4eda-b756-2a1908be79b7
http://data.europa.eu/esco/skill/e58ea17c-1442-4b34-8ec6-0587a5fb55a6,LanguageSkill,understand written Greek,Read and comprehend written texts in Greek.,skill/competence,transversal,released,Language,low,True,LANG_e58ea17c-1442-4b34-8ec6-0587a5fb55a6
http://data.europa.eu/esco/skill/e5dbcfcf-3139-40e2-87ed-f7154a0a70a4,LanguageSkill,understand written Bengali,Read and comprehend written texts in Bengali.,skill/competence,transversal,released,Language,low,True,LANG_e5dbcfcf-3139-40e2-87ed-f7154a0a70a4
http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,LanguageSkill,French,The French language. French is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_e747e77e-0ea1-4001-8b07-1d11946b5f1b
http://data.europa.eu/esco/skill/e832f8d8-d627-4b0d-b1a5-b52f3917bb63,LanguageSkill,understand written Slovak,Read and comprehend written texts in Slovak.,skill/competence,transversal,released,Language,low,True,LANG_e832f8d8-d627-4b0d-b1a5-b52f3917bb63
http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,LanguageSkill,Tamil,The Tamil language.,knowledge,transversal,released,Language,low,True,LANG_e9e9b625-f59f-4bda-952d-1f9831e6dfda
http://data.europa.eu/esco/skill/ea4d26de-df11-464f-940f-d63f0f5848f1,LanguageSkill,interact verbally in Sardinian,Communicate orally in ​Sardinian.,skill/competence,transversal,released,Language,low,True,LANG_ea4d26de-df11-464f-940f-d63f0f5848f1
http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,LanguageSkill,Greek,The Greek language. Greek is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_ea4ebfa1-e17a-4416-ac54-955f33e6ade7
http://data.europa.eu/esco/skill/eb19f00b-62c1-493b-bd75-1e90718ac04a,LanguageSkill,interact verbally in Bengali,Communicate orally in ​Bengali.,skill/competence,transversal,released,Language,low,True,LANG_eb19f00b-62c1-493b-bd75-1e90718ac04a
http://data.europa.eu/esco/skill/ec4855b5-84a5-4c59-812e-8e4319d7bf8d,LanguageSkill,write Persian,Compose written texts in Persian.,skill/competence,transversal,released,Language,low,True,LANG_ec4855b5-84a5-4c59-812e-8e4319d7bf8d
http://data.europa.eu/esco/skill/ecb6d4ea-5693-453b-8c9a-d6c68589319a,LanguageSkill,understand spoken Czech,Comprehend orally expressed Czech.,skill/competence,transversal,released,Language,low,True,LANG_ecb6d4ea-5693-453b-8c9a-d6c68589319a
